;$FILEVERSION=1.1
;$STARTTIME=45561.8333557639
;
;   C:\Users\LISA\AppData\Local\Temp\PLIN-ViewPro\Traces\2024-09-26 20-00-01Z\Untitled.ltrc
;
;   Start time: 2024-09-26 20:00:01.938
;   
;   Direction description:
;   ~~~~~~~~~~~~~~~~~~
;     Pub   = Publisher Frame
;     Sub   = Subscriber Frame
;     SubAL = Subscriber Auto Length Frame
;   
;   Checksum Type description:
;   ~~~~~~~~~~~~~~~~~~
;     CL = Classic
;     EH = Enhanced
;     AU = Auto
;   
;   Error Code description:
;   ~~~~~~~~~~~~~~~~~~
;     CK = Checksum Error
;     GS = GroundShort Error
;     P0 = IdParityBit0 Error
;     P1 = IdParityBit1 Error
;     IS = InconsistentSynch Error
;     SR = SlaveNOtResponding Error
;     SD = SlotDelay Error
;     TO = Timeout Error
;     VS = VBatShort Error
;   
;   Columns decription:
;   ~~~~~~~~~~~~~~~~~~~~
;   +Frame Number
;   |           +Timestamp (microseconds)
;   |           |           +Direction
;   |           |           |    +Frame-ID (hex)
;   |           |           |    |   +Frame Length
;   |           |           |    |   |   +Data bytes (hex)
   408)         10850571  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   409)         10910425  SubAL  01  2  00 FF                    3E  EH 
   410)         10920418  SubAL  02  2  00 FF                    BD  EH 
   411)         10930427  SubAL  03  2  00 FF                    FC  EH 
   412)         10940423  SubAL  08  5  01 03 01 01 01           F0  EH 
   413)         11000419  SubAL  00  2  09 FF                    76  EH 
   414)         11010428  SubAL  08  5  08 03 01 08 08           DB  EH 
   415)         11070429  SubAL  03  2  00 FF                    FC  EH 
   416)         11080422  SubAL  08  5  07 03 01 02 07           E3  EH 
   417)         11140421  SubAL  00  2  09 FF                    76  EH 
   418)         11150429  SubAL  01  2  00 FF                    3E  EH 
   419)         11160426  SubAL  02  2  00 FF                    BD  EH 
   420)         11170430  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   421)         11230430  SubAL  01  2  00 FF                    3E  EH 
   422)         11240424  SubAL  02  2  00 FF                    BD  EH 
   423)         11250432  SubAL  03  2  00 FF                    FC  EH 
   424)         11260432  SubAL  08  5  01 03 01 01 01           F0  EH 
   425)         11320424  SubAL  00  2  09 FF                    76  EH 
   426)         11330433  SubAL  08  5  08 03 01 08 08           DB  EH 
   427)         11390438  SubAL  03  2  00 FF                    FC  EH 
   428)         11400427  SubAL  08  5  07 03 01 02 07           E3  EH 
   429)         11460430  SubAL  00  2  09 FF                    76  EH 
   430)         11470435  SubAL  01  2  00 FF                    3E  EH 
   431)         11480428  SubAL  02  2  00 FF                    BD  EH 
   432)         11490440  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   433)         11550436  SubAL  01  2  00 FF                    3E  EH 
   434)         11560433  SubAL  02  2  00 FF                    BD  EH 
   435)         11570437  SubAL  03  2  00 FF                    FC  EH 
   436)         11580434  SubAL  08  5  01 03 01 01 01           F0  EH 
   437)         11640437  SubAL  00  2  09 FF                    76  EH 
   438)         11650439  SubAL  08  5  08 03 01 08 08           DB  EH 
   439)         11710440  SubAL  03  2  00 FF                    FC  EH 
   440)         11720432  SubAL  08  5  07 03 01 02 07           E3  EH 
   441)         11780432  SubAL  00  2  09 FF                    76  EH 
   442)         11790444  SubAL  01  2  00 FF                    3E  EH 
   443)         11800433  SubAL  02  2  00 FF                    BD  EH 
   444)         11810441  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   445)         11870441  SubAL  01  2  00 FF                    3E  EH 
   446)         11880435  SubAL  02  2  00 FF                    BD  EH 
   447)         11890446  SubAL  03  2  00 FF                    FC  EH 
   448)         11900440  SubAL  08  5  01 03 01 01 01           F0  EH 
   449)         11960581  SubAL  00  2  09 FF                    76  EH 
   450)         11970586  SubAL  08  5  08 03 01 08 08           DB  EH 
   451)         12030587  SubAL  03  2  00 FF                    FC  EH 
   452)         12040580  SubAL  08  5  07 03 01 02 07           E3  EH 
   453)         12100579  SubAL  00  2  09 FF                    76  EH 
   454)         12110587  SubAL  01  2  00 FF                    3E  EH 
   455)         12120581  SubAL  02  2  00 FF                    BD  EH 
   456)         12130589  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   457)         12190592  SubAL  01  2  00 FF                    3E  EH 
   458)         12200582  SubAL  02  2  00 FF                    BD  EH 
   459)         12210590  SubAL  03  2  00 FF                    FC  EH 
   460)         12220587  SubAL  08  5  01 03 01 01 01           F0  EH 
   461)         12280582  SubAL  00  2  09 FF                    76  EH 
   462)         12290595  SubAL  08  5  08 03 01 08 08           DB  EH 
   463)         12350593  SubAL  03  2  00 FF                    FC  EH 
   464)         12360589  SubAL  08  5  07 03 01 02 07           E3  EH 
   465)         12420585  SubAL  00  2  09 FF                    76  EH 
   466)         12430593  SubAL  01  2  00 FF                    3E  EH 
   467)         12440586  SubAL  02  2  00 FF                    BD  EH 
   468)         12450594  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   469)         12510594  SubAL  01  2  00 FF                    3E  EH 
   470)         12520587  SubAL  02  2  00 FF                    BD  EH 
   471)         12530596  SubAL  03  2  00 FF                    FC  EH 
   472)         12540592  SubAL  08  5  01 03 01 01 01           F0  EH 
   473)         12600588  SubAL  00  2  09 FF                    76  EH 
   474)         12610597  SubAL  08  5  08 03 01 08 08           DB  EH 
   475)         12670598  SubAL  03  2  00 FF                    FC  EH 
   476)         12680591  SubAL  08  5  07 03 01 02 07           E3  EH 
   477)         12740590  SubAL  00  2  09 FF                    76  EH 
   478)         12750598  SubAL  01  2  00 FF                    3E  EH 
   479)         12760595  SubAL  02  2  00 FF                    BD  EH 
   480)         12770599  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   481)         12830600  SubAL  01  2  00 FF                    3E  EH 
   482)         12840609  SubAL  02  2  00 FF                    BD  EH 
   483)         12850601  SubAL  03  2  00 FF                    FC  EH 
   484)         12860601  SubAL  08  5  01 03 01 01 01           F0  EH 
   485)         12920746  SubAL  00  2  09 FF                    76  EH 
   486)         12930755  SubAL  08  5  08 03 01 08 08           DB  EH 
   487)         12990760  SubAL  03  2  00 FF                    FC  EH 
   488)         13000749  SubAL  08  5  07 03 01 02 07           E3  EH 
   489)         13060752  SubAL  00  2  09 FF                    76  EH 
   490)         13070757  SubAL  01  2  00 FF                    3E  EH 
   491)         13080750  SubAL  02  2  00 FF                    BD  EH 
   492)         13090762  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   493)         13150758  SubAL  01  2  00 FF                    3E  EH 
   494)         13160755  SubAL  02  2  00 FF                    BD  EH 
   495)         13170759  SubAL  03  2  00 FF                    FC  EH 
   496)         13180756  SubAL  08  5  01 03 01 01 01           F0  EH 
   497)         13240752  SubAL  00  2  09 FF                    76  EH 
   498)         13250761  SubAL  08  5  08 03 01 08 08           DB  EH 
   499)         13310762  SubAL  03  2  00 FF                    FC  EH 
   500)         13320754  SubAL  08  5  07 03 01 02 07           E3  EH 
   501)         13380754  SubAL  00  2  09 FF                    76  EH 
   502)         13390766  SubAL  01  2  00 FF                    3E  EH 
   503)         13400755  SubAL  02  2  00 FF                    BD  EH 
   504)         13410763  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   505)         13470763  SubAL  01  2  00 FF                    3E  EH 
   506)         13480757  SubAL  02  2  00 FF                    BD  EH 
   507)         13490768  SubAL  03  2  00 FF                    FC  EH 
   508)         13500762  SubAL  08  5  01 03 01 01 01           F0  EH 
   509)         13560761  SubAL  00  2  09 FF                    76  EH 
   510)         13570766  SubAL  08  5  08 03 01 08 08           DB  EH 
   511)         13630767  SubAL  03  2  00 FF                    FC  EH 
   512)         13640783  SubAL  08  5  07 03 01 02 07           E3  EH 
   513)         13700759  SubAL  00  2  09 FF                    76  EH 
   514)         13710767  SubAL  01  2  00 FF                    3E  EH 
   515)         13720761  SubAL  02  2  00 FF                    BD  EH 
   516)         13730769  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   517)         13790772  SubAL  01  2  00 FF                    3E  EH 
   518)         13800762  SubAL  02  2  00 FF                    BD  EH 
   519)         13810770  SubAL  03  2  00 FF                    FC  EH 
   520)         13820767  SubAL  08  5  01 03 01 01 01           F0  EH 
   521)         13880762  SubAL  00  2  09 FF                    76  EH 
   522)         13890775  SubAL  08  5  08 03 01 08 08           DB  EH 
   523)         13950552  SubAL  03  2  00 FF                    FC  EH 
   524)         13960548  SubAL  08  5  07 03 01 02 07           E3  EH 
   525)         14020544  SubAL  00  2  09 FF                    76  EH 
   526)         14030552  SubAL  01  2  00 FF                    3E  EH 
   527)         14040545  SubAL  02  2  00 FF                    BD  EH 
   528)         14050553  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   529)         14110553  SubAL  01  2  00 FF                    3E  EH 
   530)         14120547  SubAL  02  2  00 FF                    BD  EH 
   531)         14130555  SubAL  03  2  00 FF                    FC  EH 
   532)         14140551  SubAL  08  5  01 03 01 01 01           F0  EH 
   533)         14200547  SubAL  00  2  09 FF                    76  EH 
   534)         14210556  SubAL  08  5  08 03 01 08 08           DB  EH 
   535)         14270557  SubAL  03  2  00 FF                    FC  EH 
   536)         14280550  SubAL  08  5  07 03 01 02 07           E3  EH 
   537)         14340549  SubAL  00  2  09 FF                    76  EH 
   538)         14350557  SubAL  01  2  00 FF                    3E  EH 
   539)         14360554  SubAL  02  2  00 FF                    BD  EH 
   540)         14370558  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   541)         14430559  SubAL  01  2  00 FF                    3E  EH 
   542)         14440568  SubAL  02  2  00 FF                    BD  EH 
   543)         14450560  SubAL  03  2  00 FF                    FC  EH 
   544)         14460561  SubAL  08  5  01 03 01 01 01           F0  EH 
   545)         14520572  SubAL  00  2  09 FF                    76  EH 
   546)         14530561  SubAL  08  5  08 03 01 08 08           DB  EH 
   547)         14590566  SubAL  03  2  00 FF                    FC  EH 
   548)         14600555  SubAL  08  5  07 03 01 02 07           E3  EH 
   549)         14660558  SubAL  00  2  09 FF                    76  EH 
   550)         14670563  SubAL  01  2  00 FF                    3E  EH 
   551)         14680556  SubAL  02  2  00 FF                    BD  EH 
   552)         14690568  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   553)         14750564  SubAL  01  2  00 FF                    3E  EH 
   554)         14760561  SubAL  02  2  00 FF                    BD  EH 
   555)         14770565  SubAL  03  2  00 FF                    FC  EH 
   556)         14780562  SubAL  08  5  01 03 01 01 01           F0  EH 
   557)         14840558  SubAL  00  2  09 FF                    76  EH 
   558)         14850567  SubAL  08  5  08 03 01 08 08           DB  EH 
   559)         14910600  SubAL  03  2  00 FF                    FC  EH 
   560)         14920593  SubAL  08  5  07 03 01 02 07           E3  EH 
   561)         14980592  SubAL  00  2  09 FF                    76  EH 
   562)         14990604  SubAL  01  2  00 FF                    3E  EH 
   563)         15000593  SubAL  02  2  00 FF                    BD  EH 
   564)         15010601  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   565)         15070601  SubAL  01  2  00 FF                    3E  EH 
   566)         15080595  SubAL  02  2  00 FF                    BD  EH 
   567)         15090606  SubAL  03  2  00 FF                    FC  EH 
   568)         15100600  SubAL  08  5  01 03 01 01 01           F0  EH 
   569)         15160599  SubAL  00  2  09 FF                    76  EH 
   570)         15170604  SubAL  08  5  08 03 01 08 08           DB  EH 
   571)         15230605  SubAL  03  2  00 FF                    FC  EH 
   572)         15240598  SubAL  08  5  07 03 01 02 07           E3  EH 
   573)         15300597  SubAL  00  2  09 FF                    76  EH 
   574)         15310605  SubAL  01  2  00 FF                    3E  EH 
   575)         15320599  SubAL  02  2  00 FF                    BD  EH 
   576)         15330607  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   577)         15390610  SubAL  01  2  00 FF                    3E  EH 
   578)         15400600  SubAL  02  2  00 FF                    BD  EH 
   579)         15410608  SubAL  03  2  00 FF                    FC  EH 
   580)         15420605  SubAL  08  5  01 03 01 01 01           F0  EH 
   581)         15480600  SubAL  00  2  09 FF                    76  EH 
   582)         15490613  SubAL  08  5  08 03 01 08 08           DB  EH 
   583)         15550611  SubAL  03  2  00 FF                    FC  EH 
   584)         15560607  SubAL  08  5  07 03 01 02 07           E3  EH 
   585)         15620603  SubAL  00  2  09 FF                    76  EH 
   586)         15630611  SubAL  01  2  00 FF                    3E  EH 
   587)         15640612  SubAL  02  2  00 FF                    BD  EH 
   588)         15650612  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   589)         15710612  SubAL  01  2  00 FF                    3E  EH 
   590)         15720606  SubAL  02  2  00 FF                    BD  EH 
   591)         15730614  SubAL  03  2  00 FF                    FC  EH 
   592)         15740610  SubAL  08  5  01 03 01 01 01           F0  EH 
   593)         15800606  SubAL  00  2  09 FF                    76  EH 
   594)         15810615  SubAL  08  5  08 03 01 08 08           DB  EH 
   595)         15870616  SubAL  03  2  00 FF                    FC  EH 
   596)         15880609  SubAL  08  5  07 03 01 02 07           E3  EH 
   597)         15940493  SubAL  00  2  09 FF                    76  EH 
   598)         15950501  SubAL  01  2  00 FF                    3E  EH 
   599)         15960498  SubAL  02  2  00 FF                    BD  EH 
   600)         15970502  SubAL  08  5  0E 03 01 04 0E           D3  EH 
   601)         16030503  SubAL  01  2  00 FF                    3E  EH 
   602)         16040496  SubAL  02  2  00 FF                    BD  EH 
   603)         16050504  SubAL  03  2  00 FF                    FC  EH 
   604)         16060505  SubAL  08  5  01 03 01 01 01           F0  EH 
   605)         16120496  SubAL  00  2  09 FF                    76  EH 
   606)         16130505  SubAL  08  5  08 03 01 08 08           DB  EH 
   607)         16190510  SubAL  03  2  00 FF                    FC  EH 
   608)         16200499  SubAL  08  5  07 03 01 02 07           E3  EH 
   609)         16260502  SubAL  00  2  09 FF                    76  EH 
   610)         16270507  SubAL  01  2  00 FF                    3E  EH 
